row_id,Atomic Ratio_sum,Atomic Ratio_max,Atomic Ratio_min,Atomic Ratio_diff,Atomic Number_sum,Atomic Number_max,Atomic Number_min,Atomic Number_diff,Atomic Weight_sum,Atomic Weight_max,Atomic Weight_min,Atomic Weight_diff,Atomic Radius_sum,Atomic Radius_max,Atomic Radius_min,Atomic Radius_diff,EN pauling_sum,EN pauling_max,EN pauling_min,EN pauling_diff,Valence Electron_sum,Valence Electron_max,Valence Electron_min,Valence Electron_diff,Ionization Energy_sum,Ionization Energy_max,Ionization Energy_min,Ionization Energy_diff,ARW_Atomic Number_sum,ARW_Atomic Number_max,ARW_Atomic Number_min,ARW_Atomic Number_diff,ARW_Atomic Weight_sum,ARW_Atomic Weight_max,ARW_Atomic Weight_min,ARW_Atomic Weight_diff,ARW_Atomic Radius_sum,ARW_Atomic Radius_max,ARW_Atomic Radius_min,ARW_Atomic Radius_diff,ARW_EN pauling_sum,ARW_EN pauling_max,ARW_EN pauling_min,ARW_EN pauling_diff,ARW_Valence Electron_sum,ARW_Valence Electron_max,ARW_Valence Electron_min,ARW_Valence Electron_diff,ARW_Ionization Energy_sum,ARW_Ionization Energy_max,ARW_Ionization Energy_min,ARW_Ionization Energy_diff,Temp. (K),Excitation source (nm),Emission max. (nm),Formula,Host,Reference,Eu valence
202,14.078,8.0,0.008,7.992,161,63,8,55,356.0408753,151.964,15.999,135.965,1065,220,60,160,9.93,3.44,0,3.44,24,7,1,6,52.80203844,13.618054,4.34066354,9.27739046,166.254,64.0,0.504,63.496,337.2449684,127.992,1.215712,126.776288,1451.28,480.0,1.48,478.52,35.7585,27.52,0,27.52,64.506,48.0,0.016,47.984,152.189599,108.944432,0.04536308,108.8990689,298,365.0,472.0,KNaCa2P2O8Eu0.008Mn0.07,KNaCa2P2O8,https://doi.org/10.1021/ic402305x,2
203,20.0,12.0,0.05,11.95,149,63,8,55,336.2403785,151.964,15.999,135.965,810,185,60,125,9.48,3.44,0,3.44,20,6,2,4,47.2893854,13.618054,5.670385,7.947669,254.55,96.0,3.15,92.85,534.925707,191.988,7.5982,184.3898,1851.75,720.0,9.25,710.75,53.2945,41.28,0,41.28,96.0,72.0,0.1,71.9,219.3197483,163.416648,0.28351925,163.1331288,298,370.0,472.0,Y2Mg1.95Al2Si2O12Eu0.05,Y2Mg1.95Al2Si2O12,https://doi.org/10.1021/acssuschemeng.9b01401,2
204,44.944,28.0,0.007,27.993,183,63,8,55,415.540602,151.964,15.999,135.965,905,200,60,140,8.8,3.44,0,3.44,20,6,2,4,47.8004074,13.618054,5.670385,7.947669,555.281,224.0,0.441,223.559,1134.328908,447.972,1.063748,446.908252,4178.955,1680.0,1.295,1678.705,121.7845,96.32,0,96.32,223.888,168.0,0.014,167.986,515.4143051,381.305512,0.039692695,381.2658193,298,380.0,472.0,Ca8.487Sr0.45YP7O28Eu0.007,Ca8.487Sr0.45YP7O28,https://doi.org/10.1039/C1JM11018G,2
205,20.0,12.0,0.01,11.99,207,63,8,55,476.3563785,151.964,15.999,135.965,995,185,60,125,10.6,3.44,0,3.44,22,6,2,4,52.8279854,13.618054,5.5386,8.079454,252.7,96.0,0.58,95.42,530.3314486,191.988,1.40116,190.58684,1850.4,720.0,1.85,718.15,53.3459,41.28,0,41.28,95.99,72.0,0.02,71.98,219.3919957,163.416648,0.055386,163.361262,298,365.0,476.0,Y1.99Mg1.99Al2Si2O12Eu0.01Ce0.01,Y1.99Mg1.99Al2Si2O12,https://doi.org/10.1021/acs.inorgchem.1c00317,2
206,20.0,12.0,0.06,11.94,149,63,8,55,336.2403785,151.964,15.999,135.965,810,185,60,125,9.48,3.44,0,3.44,20,6,2,4,47.2893854,13.618054,5.670385,7.947669,255.06,96.0,3.78,92.22,536.202297,191.988,9.11784,182.87016,1852.1,720.0,11.1,708.9,53.2814,41.28,0,41.28,96.0,72.0,0.12,71.88,219.2999898,163.416648,0.3402231,163.0764249,298,370.0,479.0,Y2Mg1.94Al2Si2O12Eu0.06,Y2Mg1.94Al2Si2O12,https://doi.org/10.1021/acssuschemeng.9b01401,2
207,26.97,15.0,0.01,14.99,128,63,8,55,283.4207693,151.964,15.999,135.965,865,185,60,125,8.58,3.44,0,3.44,17,6,1,5,46.3385889,13.618054,5.1390767,8.4789773,301.83,120.0,0.63,119.37,607.1430586,239.985,1.51964,238.46536,2714.65,900.0,1.85,898.15,67.64,51.6,0,51.6,119.94,90.0,0.02,89.98,286.7129638,204.27081,0.05670385,204.2141062,298,330.0,480.0,Na2Ca3.96Mg2Si4O15Eu0.01,Na2Ca3.96Mg2Si4O15,https://doi.org/10.1039/C3RA46474A,2
208,26.96,15.0,0.01,14.99,153,63,8,55,338.3588133,151.964,15.999,135.965,1005,185,60,125,10.13,3.44,0,3.44,24,7,1,6,53.7726069,13.618054,5.1390767,8.4789773,301.84,120.0,0.25,119.75,607.206339,239.985,0.54938044,239.4356196,2713.05,900.0,1.4,898.6,67.6293,51.6,0,51.6,119.97,90.0,0.02,89.98,286.6343793,204.27081,0.05670385,204.2141062,298,330.0,480.0,Na2Ca3.96Mg1.98Si4O15Eu0.01Mn0.01,Na2Ca3.96Mg1.98Si4O15,https://doi.org/10.1039/C3RA46474A,2
209,26.95,15.0,0.01,14.99,153,63,8,55,338.3588133,151.964,15.999,135.965,1005,185,60,125,10.13,3.44,0,3.44,24,7,1,6,53.7726069,13.618054,5.1390767,8.4789773,301.85,120.0,0.5,119.5,607.2696194,239.985,1.09876088,238.8862391,2711.45,900.0,1.85,898.15,67.6186,51.6,0,51.6,120.0,90.0,0.02,89.98,286.5557948,204.27081,0.05670385,204.2141062,298,330.0,480.0,Na2Ca3.96Mg1.96Si4O15Eu0.01Mn0.02,Na2Ca3.96Mg1.96Si4O15,https://doi.org/10.1039/C3RA46474A,2
210,26.94,15.0,0.01,14.99,153,63,8,55,338.3588133,151.964,15.999,135.965,1005,185,60,125,10.13,3.44,0,3.44,24,7,1,6,53.7726069,13.618054,5.1390767,8.4789773,301.86,120.0,0.63,119.37,607.3328999,239.985,1.51964,238.46536,2709.85,900.0,1.85,898.15,67.6079,51.6,0,51.6,120.03,90.0,0.02,89.98,286.4772103,204.27081,0.05670385,204.2141062,298,330.0,480.0,Na2Ca3.96Mg1.94Si4O15Eu0.01Mn0.03,Na2Ca3.96Mg1.94Si4O15,https://doi.org/10.1039/C3RA46474A,2
211,26.93,15.0,0.01,14.99,153,63,8,55,338.3588133,151.964,15.999,135.965,1005,185,60,125,10.13,3.44,0,3.44,24,7,1,6,53.7726069,13.618054,5.1390767,8.4789773,301.87,120.0,0.63,119.37,607.3961803,239.985,1.51964,238.46536,2708.25,900.0,1.85,898.15,67.5972,51.6,0,51.6,120.06,90.0,0.02,89.98,286.3986258,204.27081,0.05670385,204.2141062,298,330.0,480.0,Na2Ca3.96Mg1.92Si4O15Eu0.01Mn0.04,Na2Ca3.96Mg1.92Si4O15,https://doi.org/10.1039/C3RA46474A,2
212,44.92,28.0,0.01,27.99,177,71,8,63,413.981562,174.9668,15.999,158.9678,700,185,60,125,7.63,3.44,0,3.44,17,6,2,4,41.3141512,13.618054,5.425871,8.192183,578.83,224.0,0.63,223.37,1198.369754,447.972,1.51964,446.45236,4160.65,1680.0,1.85,1678.15,121.56,96.32,0,96.32,222.84,168.0,0.02,167.98,514.6631017,381.305512,0.05670385,381.2488082,298,355.0,480.0,Ca8.91LuP7O28Eu0.01,Ca8.91LuP7O28,https://doi.org/10.1021/ic101749g,2
213,44.84,28.0,0.01,27.99,202,71,8,63,468.919606,174.9668,15.999,158.9678,840,185,60,125,9.18,3.44,0,3.44,24,7,2,5,48.7481692,13.618054,5.425871,8.192183,577.28,224.0,0.25,223.75,1195.312114,447.972,0.54938044,447.4226196,4145.85,1680.0,1.4,1678.6,121.4855,96.32,0,96.32,222.73,168.0,0.02,167.98,514.1872579,381.305512,0.05670385,381.2488082,298,355.0,480.0,Ca8.82LuP7O28Eu0.01Mn0.01,Ca8.82LuP7O28,https://doi.org/10.1021/ic101749g,2
214,44.76,28.0,0.01,27.99,202,71,8,63,468.919606,174.9668,15.999,158.9678,840,185,60,125,9.18,3.44,0,3.44,24,7,2,5,48.7481692,13.618054,5.425871,8.192183,575.73,224.0,0.5,223.5,1192.254475,447.972,1.09876088,446.8732391,4131.05,1680.0,1.85,1678.15,121.411,96.32,0,96.32,222.62,168.0,0.02,167.98,513.7114141,381.305512,0.05670385,381.2488082,298,355.0,480.0,Ca8.73LuP7O28Eu0.01Mn0.02,Ca8.73LuP7O28,https://doi.org/10.1021/ic101749g,2
215,44.6,28.0,0.01,27.99,202,71,8,63,468.919606,174.9668,15.999,158.9678,840,185,60,125,9.18,3.44,0,3.44,24,7,2,5,48.7481692,13.618054,5.425871,8.192183,572.63,224.0,0.63,223.37,1186.139196,447.972,1.51964,446.45236,4101.45,1680.0,1.85,1678.15,121.262,96.32,0,96.32,222.4,168.0,0.02,167.98,512.7597265,381.305512,0.05670385,381.2488082,298,355.0,480.0,Ca8.55LuP7O28Eu0.01Mn0.04,Ca8.55LuP7O28,https://doi.org/10.1021/ic101749g,2
216,2.0,0.995,0.005,0.99,131,63,11,52,301.6720693,151.964,22.98976928,128.9742307,785,220,180,40,2.7,0.95,0,0.95,6,2,1,1,20.84499244,5.6948672,4.34066354,1.35420366,53.925,37.81,0.315,37.495,120.5966077,87.1819,0.75982,86.42208,403.925,199.0,0.925,198.075,1.80925,0.94525,0,0.94525,3.0,1.99,0.01,1.98,10.35477359,5.666392864,0.028351925,5.638040939,298,365.0,480.0,K0.6Na0.4Sr0.995Eu0.005,K0.6Na0.4Sr0.995,https://doi.org/10.1039/C3TC30128A,2
217,2.0,0.995,0.005,0.99,131,63,11,52,301.6720693,151.964,22.98976928,128.9742307,785,220,180,40,2.7,0.95,0,0.95,6,2,1,1,20.84499244,5.6948672,4.34066354,1.35420366,53.125,37.81,0.315,37.495,118.9857546,87.1819,0.75982,86.42208,399.925,199.0,0.925,198.075,1.82025,0.94525,0,0.94525,3.0,1.99,0.01,1.98,10.43461491,5.666392864,0.028351925,5.638040939,298,365.0,480.0,K0.5Na0.5Sr0.995Eu0.005,K0.5Na0.5Sr0.995,https://doi.org/10.1039/C3TC30128A,2
218,2.0,0.995,0.005,0.99,131,63,11,52,301.6720693,151.964,22.98976928,128.9742307,785,220,180,40,2.7,0.95,0,0.95,6,2,1,1,20.84499244,5.6948672,4.34066354,1.35420366,52.325,37.81,0.315,37.495,117.3749016,87.1819,0.75982,86.42208,395.925,199.0,0.925,198.075,1.83125,0.94525,0,0.94525,3.0,1.99,0.01,1.98,10.51445623,5.666392864,0.028351925,5.638040939,298,365.0,480.0,K0.4Na0.6Sr0.995Eu0.005,K0.4Na0.6Sr0.995,https://doi.org/10.1039/C3TC30128A,2
219,2.0,0.995,0.005,0.99,131,63,11,52,301.6720693,151.964,22.98976928,128.9742307,785,220,180,40,2.7,0.95,0,0.95,6,2,1,1,20.84499244,5.6948672,4.34066354,1.35420366,50.725,37.81,0.315,37.495,114.1531954,87.1819,0.75982,86.42208,387.925,199.0,0.925,198.075,1.85325,0.94525,0,0.94525,3.0,1.99,0.01,1.98,10.67413886,5.666392864,0.028351925,5.638040939,298,365.0,480.0,K0.2Na0.8Sr0.995Eu0.005,K0.2Na0.8Sr0.995,https://doi.org/10.1039/C3TC30128A,2
220,20.0,12.0,0.01,11.99,207,63,8,55,476.3563785,151.964,15.999,135.965,995,185,60,125,10.6,3.44,0,3.44,22,6,2,4,52.8279854,13.618054,5.5386,8.079454,252.795,96.0,0.63,95.37,530.5874994,191.988,1.51964,190.46836,1850.425,720.0,1.85,718.15,53.3454,41.28,0,41.28,95.985,72.0,0.02,71.98,219.3886024,163.416648,0.05670385,163.3599442,298,365.0,480.0,Y1.985Mg1.99Al2Si2O12Eu0.01Ce0.015,Y1.985Mg1.99Al2Si2O12,https://doi.org/10.1021/acs.inorgchem.1c00317,2
221,20.0,12.0,0.07,11.93,149,63,8,55,336.2403785,151.964,15.999,135.965,810,185,60,125,9.48,3.44,0,3.44,20,6,2,4,47.2893854,13.618054,5.670385,7.947669,255.57,96.0,4.41,91.59,537.478887,191.988,10.63748,181.35052,1852.45,720.0,12.95,707.05,53.2683,41.28,0,41.28,96.0,72.0,0.14,71.86,219.2802313,163.416648,0.39692695,163.0197211,298,370.0,480.0,Y2Mg1.93Al2Si2O12Eu0.07,Y2Mg1.93Al2Si2O12,https://doi.org/10.1021/acssuschemeng.9b01401,2
222,20.0,12.0,0.08,11.92,149,63,8,55,336.2403785,151.964,15.999,135.965,810,185,60,125,9.48,3.44,0,3.44,20,6,2,4,47.2893854,13.618054,5.670385,7.947669,256.08,96.0,5.04,90.96,538.755477,191.988,12.15712,179.83088,1852.8,720.0,14.8,705.2,53.2552,41.28,0,41.28,96.0,72.0,0.16,71.84,219.2604728,163.416648,0.4536308,162.9630172,298,370.0,483.0,Y2Mg1.92Al2Si2O12Eu0.08,Y2Mg1.92Al2Si2O12,https://doi.org/10.1021/acssuschemeng.9b01401,2
223,20.0,12.0,0.005,11.995,206,63,8,55,476.5370013,151.964,15.999,135.965,1030,200,60,140,10.51,3.44,0,3.44,23,6,1,5,54.3376519,13.618054,5.1390767,8.4789773,322.125,113.81,0.315,113.495,707.0974833,262.4219,0.75982,261.66208,2004.925,720.0,0.925,719.075,52.43525,41.28,0,41.28,96.0,72.0,0.01,71.99,220.3421589,163.416648,0.028351925,163.3882961,298,325.0,484.0,Sr2.995LaNaP2SiO12Eu0.005,Sr2.995LaNaP2SiO12,https://doi.org/10.1016/j.ceramint.2016.08.163,2
224,20.0,12.0,0.01,11.99,206,63,8,55,476.5370013,151.964,15.999,135.965,1030,200,60,140,10.51,3.44,0,3.44,23,6,1,5,54.3376519,13.618054,5.1390767,8.4789773,322.25,113.62,0.63,112.99,707.4192033,261.9838,1.51964,260.46416,2004.85,720.0,1.85,718.15,52.4305,41.28,0,41.28,96.0,72.0,0.02,71.98,220.3420365,163.416648,0.05670385,163.3599442,298,325.0,484.0,Sr2.99LaNaP2SiO12Eu0.01,Sr2.99LaNaP2SiO12,https://doi.org/10.1016/j.ceramint.2016.08.163,2
225,20.0,12.0,0.02,11.98,206,63,8,55,476.5370013,151.964,15.999,135.965,1030,200,60,140,10.51,3.44,0,3.44,23,6,1,5,54.3376519,13.618054,5.1390767,8.4789773,322.5,113.24,1.26,111.98,708.0626433,261.1076,3.03928,258.06832,2004.7,720.0,3.7,716.3,52.421,41.28,0,41.28,96.0,72.0,0.04,71.96,220.3417917,163.416648,0.1134077,163.3032403,298,325.0,484.0,Sr2.98LaNaP2SiO12Eu0.02,Sr2.98LaNaP2SiO12,https://doi.org/10.1016/j.ceramint.2016.08.163,2
226,20.0,12.0,0.035,11.965,206,63,8,55,476.5370013,151.964,15.999,135.965,1030,200,60,140,10.51,3.44,0,3.44,23,6,1,5,54.3376519,13.618054,5.1390767,8.4789773,322.875,112.67,2.205,110.465,709.0278033,259.7933,5.31874,254.47456,2004.475,720.0,6.475,713.525,52.40675,41.28,0,41.28,96.0,72.0,0.07,71.93,220.3414244,163.416648,0.198463475,163.2181845,298,325.0,484.0,Sr2.965LaNaP2SiO12Eu0.035,Sr2.965LaNaP2SiO12,https://doi.org/10.1016/j.ceramint.2016.08.163,2
227,20.0,12.0,0.05,11.95,206,63,8,55,476.5370013,151.964,15.999,135.965,1030,200,60,140,10.51,3.44,0,3.44,23,6,1,5,54.3376519,13.618054,5.1390767,8.4789773,323.25,112.1,3.15,108.95,709.9929633,258.479,7.5982,250.8808,2004.25,720.0,9.25,710.75,52.3925,41.28,0,41.28,96.0,72.0,0.1,71.9,220.3410572,163.416648,0.28351925,163.1331288,298,325.0,484.0,Sr2.95LaNaP2SiO12Eu0.05,Sr2.95LaNaP2SiO12,https://doi.org/10.1016/j.ceramint.2016.08.163,2
228,20.0,12.0,0.075,11.925,206,63,8,55,476.5370013,151.964,15.999,135.965,1030,200,60,140,10.51,3.44,0,3.44,23,6,1,5,54.3376519,13.618054,5.1390767,8.4789773,323.875,111.15,4.725,106.425,711.6015633,256.2885,11.3973,244.8912,2003.875,720.0,13.875,706.125,52.36875,41.28,0,41.28,96.0,72.0,0.15,71.85,220.3404451,163.416648,0.425278875,162.9913691,298,325.0,484.0,Sr2.925LaNaP2SiO12Eu0.075,Sr2.925LaNaP2SiO12,https://doi.org/10.1016/j.ceramint.2016.08.163,2
229,20.0,12.0,0.1,11.9,206,63,8,55,476.5370013,151.964,15.999,135.965,1030,200,60,140,10.51,3.44,0,3.44,23,6,1,5,54.3376519,13.618054,5.1390767,8.4789773,324.5,110.2,6.3,103.9,713.2101633,254.098,15.1964,238.9016,2003.5,720.0,18.5,701.5,52.345,41.28,0,41.28,96.0,72.0,0.2,71.8,220.3398331,163.416648,0.5670385,162.8496095,298,325.0,484.0,Sr2.9LaNaP2SiO12Eu0.1,Sr2.9LaNaP2SiO12,https://doi.org/10.1016/j.ceramint.2016.08.163,2
230,20.0,12.0,0.005,11.995,206,63,8,55,476.5370013,151.964,15.999,135.965,1030,200,60,140,10.51,3.44,0,3.44,23,6,1,5,54.3376519,13.618054,5.1390767,8.4789773,322.125,113.81,0.315,113.495,707.0974833,262.4219,0.75982,261.66208,2004.925,720.0,0.925,719.075,52.43525,41.28,0,41.28,96.0,72.0,0.01,71.99,220.3421589,163.416648,0.028351925,163.3882961,298,380.0,484.0,Sr2.995LaNaP2SiO12Eu0.005,Sr2.995LaNaP2SiO12,https://doi.org/10.1016/j.ceramint.2016.08.163,2
231,20.0,12.0,0.01,11.99,206,63,8,55,476.5370013,151.964,15.999,135.965,1030,200,60,140,10.51,3.44,0,3.44,23,6,1,5,54.3376519,13.618054,5.1390767,8.4789773,322.25,113.62,0.63,112.99,707.4192033,261.9838,1.51964,260.46416,2004.85,720.0,1.85,718.15,52.4305,41.28,0,41.28,96.0,72.0,0.02,71.98,220.3420365,163.416648,0.05670385,163.3599442,298,380.0,484.0,Sr2.99LaNaP2SiO12Eu0.01,Sr2.99LaNaP2SiO12,https://doi.org/10.1016/j.ceramint.2016.08.163,2
232,20.0,12.0,0.02,11.98,206,63,8,55,476.5370013,151.964,15.999,135.965,1030,200,60,140,10.51,3.44,0,3.44,23,6,1,5,54.3376519,13.618054,5.1390767,8.4789773,322.5,113.24,1.26,111.98,708.0626433,261.1076,3.03928,258.06832,2004.7,720.0,3.7,716.3,52.421,41.28,0,41.28,96.0,72.0,0.04,71.96,220.3417917,163.416648,0.1134077,163.3032403,298,380.0,484.0,Sr2.98LaNaP2SiO12Eu0.02,Sr2.98LaNaP2SiO12,https://doi.org/10.1016/j.ceramint.2016.08.163,2
233,44.92,28.0,0.01,27.99,145,63,8,55,327.920602,151.964,15.999,135.965,705,185,60,125,7.85,3.44,0,3.44,18,6,2,4,42.1055402,13.618054,5.670385,7.947669,546.83,224.0,0.63,223.37,1112.308794,447.972,1.51964,446.45236,4165.65,1680.0,1.85,1678.15,121.78,96.32,0,96.32,223.84,168.0,0.02,167.98,515.4544907,381.305512,0.05670385,381.2488082,298,365.0,486.0,Ca8.91YP7O28Eu0.01,Ca8.91YP7O28,https://doi.org/10.1021/am900668r,2
234,44.88,28.0,0.005,27.995,170,63,8,55,382.858646,151.964,15.999,135.965,845,185,60,125,9.4,3.44,0,3.44,25,7,2,5,49.5395582,13.618054,5.670385,7.947669,546.055,224.0,0.125,223.875,1110.779974,447.972,0.27469022,447.6973098,4158.25,1680.0,0.7,1679.3,121.74275,96.32,0,96.32,223.785,168.0,0.02,167.98,515.2165688,381.305512,0.03717009,381.2683419,298,365.0,486.0,Ca8.865YP7O28Eu0.01Mn0.005,Ca8.865YP7O28,https://doi.org/10.1021/am900668r,2
235,44.84,28.0,0.01,27.99,170,63,8,55,382.858646,151.964,15.999,135.965,845,185,60,125,9.4,3.44,0,3.44,25,7,2,5,49.5395582,13.618054,5.670385,7.947669,545.28,224.0,0.25,223.75,1109.251154,447.972,0.54938044,447.4226196,4150.85,1680.0,1.4,1678.6,121.7055,96.32,0,96.32,223.73,168.0,0.02,167.98,514.9786469,381.305512,0.05670385,381.2488082,298,365.0,486.0,Ca8.82YP7O28Eu0.01Mn0.01,Ca8.82YP7O28,https://doi.org/10.1021/am900668r,2
236,44.8,28.0,0.01,27.99,170,63,8,55,382.858646,151.964,15.999,135.965,845,185,60,125,9.4,3.44,0,3.44,25,7,2,5,49.5395582,13.618054,5.670385,7.947669,544.505,224.0,0.375,223.625,1107.722335,447.972,0.82407066,447.1479293,4143.45,1680.0,1.85,1678.15,121.66825,96.32,0,96.32,223.675,168.0,0.02,167.98,514.740725,381.305512,0.05670385,381.2488082,298,365.0,486.0,Ca8.775YP7O28Eu0.01Mn0.015,Ca8.775YP7O28,https://doi.org/10.1021/am900668r,2
237,44.95,28.0,0.01,27.99,170,63,8,55,382.858646,151.964,15.999,135.965,845,185,60,125,9.4,3.44,0,3.44,25,7,2,5,49.5395582,13.618054,5.670385,7.947669,548.93,224.0,0.63,223.37,1117.969147,447.972,1.51964,446.45236,4159.05,1680.0,1.85,1678.15,121.975,96.32,0,96.32,225.4,168.0,0.02,167.98,516.0341442,381.305512,0.05670385,381.2488082,298,365.0,486.0,Ca8.64YP7O28Eu0.01Mn0.3,Ca8.64YP7O28,https://doi.org/10.1021/am900668r,2
238,44.944,28.0,0.007,27.993,145,63,8,55,327.920602,151.964,15.999,135.965,705,185,60,125,7.85,3.44,0,3.44,18,6,2,4,42.1055402,13.618054,5.670385,7.947669,547.181,224.0,0.441,223.559,1112.935008,447.972,1.063748,446.908252,4169.955,1680.0,1.295,1678.705,121.807,96.32,0,96.32,223.888,168.0,0.014,167.986,515.6025347,381.305512,0.039692695,381.2658193,298,380.0,486.0,Ca8.937YP7O28Eu0.007,Ca8.937YP7O28,https://doi.org/10.1039/C1JM11018G,2
239,44.944,28.0,0.007,27.993,183,63,8,55,415.540602,151.964,15.999,135.965,905,200,60,140,8.8,3.44,0,3.44,20,6,2,4,47.8004074,13.618054,5.670385,7.947669,555.281,224.0,0.441,223.559,1134.328908,447.972,1.063748,446.908252,4178.955,1680.0,1.295,1678.705,121.7845,96.32,0,96.32,223.888,168.0,0.014,167.986,515.4143051,381.305512,0.039692695,381.2658193,298,380.0,487.0,Ca8.487Sr0.45YP7O28Eu0.007,Ca8.487Sr0.45YP7O28,https://doi.org/10.1039/C1JM11018G,2
240,12.0,7.0,0.001,6.999,181,63,8,55,417.429208,151.964,15.999,135.965,950,220,60,160,8.41,3.44,0,3.44,18,6,1,5,43.55393954,13.618054,4.34066354,9.27739046,180.007,56.0,0.063,55.937,389.558845,137.189673,0.151964,137.037709,1234.97,420.0,0.185,419.815,30.94911,24.08,0,24.08,56.0,42.0,0.002,41.998,127.7440203,95.326378,0.005670385,95.32070762,298,350.0,488.0,KBa0.999ScSi2O7Eu0.001,KBa0.999ScSi2O7,https://doi.org/10.1111/jace.16644,2
241,12.0,7.0,0.002,6.998,181,63,8,55,417.429208,151.964,15.999,135.965,950,220,60,160,8.41,3.44,0,3.44,18,6,1,5,43.55393954,13.618054,4.34066354,9.27739046,180.014,56.0,0.126,55.874,389.573482,137.052346,0.303928,136.748418,1234.94,420.0,0.37,419.63,30.94822,24.08,0,24.08,56.0,42.0,0.004,41.996,127.744479,95.326378,0.01134077,95.31503723,298,350.0,488.0,KBa0.998ScSi2O7Eu0.002,KBa0.998ScSi2O7,https://doi.org/10.1111/jace.16644,2
242,12.0,7.0,0.003,6.997,181,63,8,55,417.429208,151.964,15.999,135.965,950,220,60,160,8.41,3.44,0,3.44,18,6,1,5,43.55393954,13.618054,4.34066354,9.27739046,180.021,56.0,0.189,55.811,389.588119,136.915019,0.455892,136.459127,1234.91,420.0,0.555,419.445,30.94733,24.08,0,24.08,56.0,42.0,0.006,41.994,127.7449377,95.326378,0.017011155,95.30936685,298,350.0,488.0,KBa0.997ScSi2O7Eu0.003,KBa0.997ScSi2O7,https://doi.org/10.1111/jace.16644,2
243,12.0,7.0,0.004,6.996,181,63,8,55,417.429208,151.964,15.999,135.965,950,220,60,160,8.41,3.44,0,3.44,18,6,1,5,43.55393954,13.618054,4.34066354,9.27739046,180.028,56.0,0.252,55.748,389.602756,136.777692,0.607856,136.169836,1234.88,420.0,0.74,419.26,30.94644,24.08,0,24.08,56.0,42.0,0.008,41.992,127.7453964,95.326378,0.02268154,95.30369646,298,350.0,488.0,KBa0.996ScSi2O7Eu0.004,KBa0.996ScSi2O7,https://doi.org/10.1111/jace.16644,2
244,12.0,7.0,0.005,6.995,181,63,8,55,417.429208,151.964,15.999,135.965,950,220,60,160,8.41,3.44,0,3.44,18,6,1,5,43.55393954,13.618054,4.34066354,9.27739046,180.035,56.0,0.315,55.685,389.617393,136.640365,0.75982,135.880545,1234.85,420.0,0.925,419.075,30.94555,24.08,0,24.08,56.0,42.0,0.01,41.99,127.7458551,95.326378,0.028351925,95.29802608,298,350.0,488.0,KBa0.995ScSi2O7Eu0.005,KBa0.995ScSi2O7,https://doi.org/10.1111/jace.16644,2
245,12.0,7.0,0.006,6.994,181,63,8,55,417.429208,151.964,15.999,135.965,950,220,60,160,8.41,3.44,0,3.44,18,6,1,5,43.55393954,13.618054,4.34066354,9.27739046,180.042,56.0,0.378,55.622,389.63203,136.503038,0.911784,135.591254,1234.82,420.0,1.11,418.89,30.94466,24.08,0,24.08,56.0,42.0,0.012,41.988,127.7463139,95.326378,0.03402231,95.29235569,298,350.0,488.0,KBa0.994ScSi2O7Eu0.006,KBa0.994ScSi2O7,https://doi.org/10.1111/jace.16644,2
246,12.0,7.0,0.007,6.993,181,63,8,55,417.429208,151.964,15.999,135.965,950,220,60,160,8.41,3.44,0,3.44,18,6,1,5,43.55393954,13.618054,4.34066354,9.27739046,180.049,56.0,0.441,55.559,389.646667,136.365711,1.063748,135.301963,1234.79,420.0,1.295,418.705,30.94377,24.08,0,24.08,56.0,42.0,0.014,41.986,127.7467726,95.326378,0.039692695,95.28668531,298,350.0,488.0,KBa0.993ScSi2O7Eu0.007,KBa0.993ScSi2O7,https://doi.org/10.1111/jace.16644,2
247,12.0,7.0,0.008,6.992,181,63,8,55,417.429208,151.964,15.999,135.965,950,220,60,160,8.41,3.44,0,3.44,18,6,1,5,43.55393954,13.618054,4.34066354,9.27739046,180.056,56.0,0.504,55.496,389.661304,136.228384,1.215712,135.012672,1234.76,420.0,1.48,418.52,30.94288,24.08,0,24.08,56.0,42.0,0.016,41.984,127.7472313,95.326378,0.04536308,95.28101492,298,350.0,488.0,KBa0.992ScSi2O7Eu0.008,KBa0.992ScSi2O7,https://doi.org/10.1111/jace.16644,2
248,12.0,7.0,0.01,6.99,181,63,8,55,417.429208,151.964,15.999,135.965,950,220,60,160,8.41,3.44,0,3.44,18,6,1,5,43.55393954,13.618054,4.34066354,9.27739046,180.07,56.0,0.63,55.37,389.690578,135.95373,1.51964,134.43409,1234.7,420.0,1.85,418.15,30.9411,24.08,0,24.08,56.0,42.0,0.02,41.98,127.7481488,95.326378,0.05670385,95.26967415,298,350.0,488.0,KBa0.99ScSi2O7Eu0.01,KBa0.99ScSi2O7,https://doi.org/10.1111/jace.16644,2
249,44.944,28.0,0.007,27.993,183,63,8,55,415.540602,151.964,15.999,135.965,905,200,60,140,8.8,3.44,0,3.44,20,6,2,4,47.8004074,13.618054,5.670385,7.947669,563.381,224.0,0.441,223.559,1155.722808,447.972,1.063748,446.908252,4187.955,1680.0,1.295,1678.705,121.762,96.32,0,96.32,223.888,168.0,0.014,167.986,515.2260755,381.305512,0.039692695,381.2658193,298,380.0,489.0,Ca8.037Sr0.9YP7O28Eu0.007,Ca8.037Sr0.9YP7O28,https://doi.org/10.1039/C1JM11018G,2
